nsamples,nfeatures,nclasses,n_bin_attr,geom_mean_std_ratio,attr_mean_corr,attr_skewness,attr_kurtosis,class_entropy,attr_mean_entropy,mean_mutual_info,equiv_number_attr,noise_signal_ratio
-0.1634632195978181,-0.09448502578755791,6.941554021097358,-0.12173858299934223,-0.05752149156631605,-0.6766103274000678,0.40907675352220046,-0.2075951225228311,2.3437821624113826,0.5950849476955035,2.3031095483785604,0.9266479986212751,-0.9808116619146235
param_C,param_gamma,param_kernel,mean_test_acc,std_test_acc,mean_test_f1,std_test_f1
0.0009765625,0.25,rbf,0.017348203221809168,0.018568698777132672,0.11852018999883801,0.16664750562371622
0.0009765625,0.5,rbf,0.017348203221809168,0.018568698777132672,0.16750556000596406,0.2050820176088056
0.0009765625,1.0,rbf,0.01486988847583643,0.0144615876006986,0.16895363574421818,0.21459764189173497
0.0009765625,2.0,rbf,0.009913258983890954,0.009287430623224548,0.03206568659796314,0.06423087887748415
0.0009765625,4.0,rbf,0.008674101610904586,0.007443965675999578,0.005576208178438661,0.011169720349218449
0.0009765625,8.0,rbf,0.008674101610904586,0.007443965675999578,0.005576208178438661,0.011169720349218449
0.0009765625,16.0,rbf,0.008674101610904586,0.007443965675999578,0.005576208178438661,0.011169720349218449
0.0009765625,32.0,rbf,0.017348203221809168,0.018568698777132672,0.04765886807443477,0.07344584563576805
0.0009765625,64.0,rbf,0.017348203221809168,0.018568698777132672,0.05138750334184362,0.07766651161433738
0.0009765625,128.0,rbf,0.017348203221809168,0.018568698777132672,0.09410418765415486,0.15096019123628418
0.0009765625,256.0,rbf,0.008674101610904586,0.007443965675999578,0.05138555307174823,0.09669669759876542
0.0009765625,512.0,rbf,0.006195786864931847,0.005540022716476062,0.0024783147459727386,0.0049451425020151365
0.0009765625,1024.0,rbf,0.006195786864931847,0.005540022716476062,0.0,0.0
0.0009765625,2048.0,rbf,0.006195786864931847,0.005540022716476062,0.0,0.0
0.0009765625,4096.0,rbf,0.006195786864931847,0.005540022716476062,0.0,0.0
0.0009765625,8192.0,rbf,0.006195786864931847,0.005540022716476062,0.0,0.0
0.0009765625,16384.0,rbf,0.006195786864931847,0.005540022716476062,0.0,0.0
0.0009765625,32768.0,rbf,0.006195786864931847,0.005540022716476062,0.0,0.0
0.001953125,3.0517578125e-05,rbf,0.017348203221809168,0.018568698777132672,0.0551042626473981,0.08817461452906425
0.001953125,6.103515625e-05,rbf,0.017348203221809168,0.018568698777132672,0.0551042626473981,0.08817461452906425
0.001953125,0.0001220703125,rbf,0.017348203221809168,0.018568698777132672,0.0551042626473981,0.08817461452906425
0.001953125,0.000244140625,rbf,0.017348203221809168,0.018568698777132672,0.0551042626473981,0.08817461452906425
0.001953125,0.00048828125,rbf,0.017348203221809168,0.018568698777132672,0.0551042626473981,0.08817461452906425
0.001953125,0.0009765625,rbf,0.017348203221809168,0.018568698777132672,0.05501554189092447,0.08800094400074121
0.001953125,0.001953125,rbf,0.017348203221809168,0.018568698777132672,0.05545969433173156,0.08887053107243706
0.001953125,0.00390625,rbf,0.017348203221809168,0.018568698777132672,0.05238053754864744,0.08285075753543877
0.001953125,0.0078125,rbf,0.017348203221809168,0.018568698777132672,0.0516883002777889,0.08150047782136415
0.001953125,0.015625,rbf,0.017348203221809168,0.018568698777132672,0.05160870971377375,0.08134530664962819
0.001953125,0.03125,rbf,0.017348203221809168,0.018568698777132672,0.04998373067856905,0.07816990433483778
0.001953125,0.0625,rbf,0.017348203221809168,0.018568698777132672,0.045870774330478335,0.06871185070876175
0.001953125,0.125,rbf,0.017348203221809168,0.018568698777132672,0.049379259853042375,0.06659452444173825
0.001953125,0.25,rbf,0.017348203221809168,0.018568698777132672,0.11852018999883801,0.16664750562371622
0.001953125,0.5,rbf,0.017348203221809168,0.018568698777132672,0.16750556000596406,0.2050820176088056
0.001953125,1.0,rbf,0.01486988847583643,0.0144615876006986,0.16895363574421818,0.21459764189173497
0.001953125,2.0,rbf,0.009913258983890954,0.009287430623224548,0.03206568659796314,0.06423087887748415
0.001953125,4.0,rbf,0.008674101610904586,0.007443965675999578,0.005576208178438661,0.011169720349218449
0.001953125,8.0,rbf,0.008674101610904586,0.007443965675999578,0.005576208178438661,0.011169720349218449
0.001953125,16.0,rbf,0.008674101610904586,0.007443965675999578,0.005576208178438661,0.011169720349218449
0.001953125,32.0,rbf,0.017348203221809168,0.018568698777132672,0.04765886807443477,0.07344584563576805
0.001953125,64.0,rbf,0.017348203221809168,0.018568698777132672,0.05138750334184362,0.07766651161433738
0.001953125,128.0,rbf,0.017348203221809168,0.018568698777132672,0.09410418765415486,0.15096019123628418
0.001953125,256.0,rbf,0.008674101610904586,0.007443965675999578,0.05138555307174823,0.09669669759876542
0.001953125,512.0,rbf,0.006195786864931847,0.005540022716476062,0.0024783147459727386,0.0049451425020151365
0.001953125,1024.0,rbf,0.006195786864931847,0.005540022716476062,0.0,0.0
0.001953125,2048.0,rbf,0.006195786864931847,0.005540022716476062,0.0,0.0
0.001953125,4096.0,rbf,0.006195786864931847,0.005540022716476062,0.0,0.0
0.001953125,8192.0,rbf,0.006195786864931847,0.005540022716476062,0.0,0.0
0.001953125,16384.0,rbf,0.006195786864931847,0.005540022716476062,0.0,0.0
0.001953125,32768.0,rbf,0.006195786864931847,0.005540022716476062,0.0,0.0
0.00390625,3.0517578125e-05,rbf,0.017348203221809168,0.018568698777132672,0.0551042626473981,0.08817461452906425
0.00390625,6.103515625e-05,rbf,0.017348203221809168,0.018568698777132672,0.0551042626473981,0.08817461452906425
0.00390625,0.0001220703125,rbf,0.017348203221809168,0.018568698777132672,0.0551042626473981,0.08817461452906425
0.00390625,0.000244140625,rbf,0.017348203221809168,0.018568698777132672,0.0551042626473981,0.08817461452906425
0.00390625,0.00048828125,rbf,0.017348203221809168,0.018568698777132672,0.0551042626473981,0.08817461452906425
0.00390625,0.0009765625,rbf,0.017348203221809168,0.018568698777132672,0.05501554189092447,0.08800094400074121
0.00390625,0.001953125,rbf,0.017348203221809168,0.018568698777132672,0.05545969433173156,0.08887053107243706
0.00390625,0.00390625,rbf,0.017348203221809168,0.018568698777132672,0.05238053754864744,0.08285075753543877
0.00390625,0.0078125,rbf,0.017348203221809168,0.018568698777132672,0.0516883002777889,0.08150047782136415
0.00390625,0.015625,rbf,0.017348203221809168,0.018568698777132672,0.05160870971377375,0.08134530664962819
0.00390625,0.03125,rbf,0.017348203221809168,0.018568698777132672,0.04998373067856905,0.07816990433483778
0.00390625,0.0625,rbf,0.017348203221809168,0.018568698777132672,0.045870774330478335,0.06871185070876175
0.00390625,0.125,rbf,0.017348203221809168,0.018568698777132672,0.049379259853042375,0.06659452444173825
0.00390625,0.25,rbf,0.017348203221809168,0.018568698777132672,0.11852018999883801,0.16664750562371622
0.00390625,0.5,rbf,0.017348203221809168,0.018568698777132672,0.16750556000596406,0.2050820176088056
0.00390625,1.0,rbf,0.01486988847583643,0.0144615876006986,0.16895363574421818,0.21459764189173497
0.00390625,2.0,rbf,0.009913258983890954,0.009287430623224548,0.03206568659796314,0.06423087887748415
0.00390625,4.0,rbf,0.008674101610904586,0.007443965675999578,0.005576208178438661,0.011169720349218449
0.00390625,8.0,rbf,0.008674101610904586,0.007443965675999578,0.005576208178438661,0.011169720349218449
0.00390625,16.0,rbf,0.008674101610904586,0.007443965675999578,0.005576208178438661,0.011169720349218449
0.00390625,32.0,rbf,0.017348203221809168,0.018568698777132672,0.04765886807443477,0.07344584563576805
0.00390625,64.0,rbf,0.017348203221809168,0.018568698777132672,0.05126673755883087,0.07765876913021269
0.00390625,128.0,rbf,0.017348203221809168,0.018568698777132672,0.09410418765415486,0.15096019123628418
0.00390625,256.0,rbf,0.008674101610904586,0.007443965675999578,0.05138555307174823,0.09669669759876542
0.00390625,512.0,rbf,0.006195786864931847,0.005540022716476062,0.0024783147459727386,0.0049451425020151365
0.00390625,1024.0,rbf,0.006195786864931847,0.005540022716476062,0.0,0.0
0.00390625,2048.0,rbf,0.006195786864931847,0.005540022716476062,0.0,0.0
0.00390625,4096.0,rbf,0.006195786864931847,0.005540022716476062,0.0,0.0
0.00390625,8192.0,rbf,0.006195786864931847,0.005540022716476062,0.0,0.0
0.00390625,16384.0,rbf,0.006195786864931847,0.005540022716476062,0.0,0.0
0.00390625,32768.0,rbf,0.006195786864931847,0.005540022716476062,0.0,0.0
0.0078125,3.0517578125e-05,rbf,0.017348203221809168,0.018568698777132672,0.0551042626473981,0.08817461452906425
0.0078125,6.103515625e-05,rbf,0.017348203221809168,0.018568698777132672,0.0551042626473981,0.08817461452906425
0.0078125,0.0001220703125,rbf,0.017348203221809168,0.018568698777132672,0.0551042626473981,0.08817461452906425
0.0078125,0.000244140625,rbf,0.017348203221809168,0.018568698777132672,0.0551042626473981,0.08817461452906425
0.0078125,0.00048828125,rbf,0.017348203221809168,0.018568698777132672,0.0551042626473981,0.08817461452906425
0.0078125,0.0009765625,rbf,0.017348203221809168,0.018568698777132672,0.05501554189092447,0.08800094400074121
0.0078125,0.001953125,rbf,0.017348203221809168,0.018568698777132672,0.05545969433173156,0.08887053107243706
0.0078125,0.00390625,rbf,0.017348203221809168,0.018568698777132672,0.05238053754864744,0.08285075753543877
0.0078125,0.0078125,rbf,0.017348203221809168,0.018568698777132672,0.0516883002777889,0.08150047782136415
0.0078125,0.015625,rbf,0.017348203221809168,0.018568698777132672,0.05160870971377375,0.08134530664962819
0.0078125,0.03125,rbf,0.017348203221809168,0.018568698777132672,0.04998373067856905,0.07816990433483778
0.0078125,0.0625,rbf,0.017348203221809168,0.018568698777132672,0.045870774330478335,0.06871185070876175
0.0078125,0.125,rbf,0.017348203221809168,0.018568698777132672,0.049379259853042375,0.06659452444173825
0.0078125,0.25,rbf,0.017348203221809168,0.018568698777132672,0.11852018999883801,0.16664750562371622
0.0078125,0.5,rbf,0.017348203221809168,0.018568698777132672,0.16750556000596406,0.2050820176088056
