nsamples,nfeatures,nclasses,n_bin_attr,geom_mean_std_ratio,attr_mean_corr,attr_skewness,attr_kurtosis,class_entropy,attr_mean_entropy,mean_mutual_info,equiv_number_attr,noise_signal_ratio
-0.1634632195978181,-0.09448502578755791,6.941554021097358,-0.12173858299934223,-0.05752149156631605,-0.6766103274000678,0.40907675352220046,-0.2075951225228311,2.3437821624113826,0.5950849476955035,2.3031095483785604,0.9266479986212751,-0.9808116619146235
param_C,param_gamma,param_kernel,mean_test_acc,std_test_acc,mean_test_f1,std_test_f1
3.0517578125e-05,3.0517578125e-05,rbf,0.017348203221809168,0.018568698777132672,0.0551042626473981,0.08817461452906425
3.0517578125e-05,6.103515625e-05,rbf,0.017348203221809168,0.018568698777132672,0.0551042626473981,0.08817461452906425
3.0517578125e-05,0.0001220703125,rbf,0.017348203221809168,0.018568698777132672,0.0551042626473981,0.08817461452906425
3.0517578125e-05,0.000244140625,rbf,0.017348203221809168,0.018568698777132672,0.0551042626473981,0.08817461452906425
3.0517578125e-05,0.00048828125,rbf,0.017348203221809168,0.018568698777132672,0.0551042626473981,0.08817461452906425
3.0517578125e-05,0.0009765625,rbf,0.017348203221809168,0.018568698777132672,0.05501554189092447,0.08800094400074121
3.0517578125e-05,0.001953125,rbf,0.017348203221809168,0.018568698777132672,0.05545969433173156,0.08887053107243706
3.0517578125e-05,0.00390625,rbf,0.017348203221809168,0.018568698777132672,0.05238053754864744,0.08285075753543877
3.0517578125e-05,0.0078125,rbf,0.017348203221809168,0.018568698777132672,0.0516883002777889,0.08150047782136415
3.0517578125e-05,0.015625,rbf,0.017348203221809168,0.018568698777132672,0.05160870971377375,0.08134530664962819
3.0517578125e-05,0.03125,rbf,0.017348203221809168,0.018568698777132672,0.04998373067856905,0.07816990433483778
3.0517578125e-05,0.0625,rbf,0.017348203221809168,0.018568698777132672,0.045870774330478335,0.06871185070876175
3.0517578125e-05,0.125,rbf,0.017348203221809168,0.018568698777132672,0.049379259853042375,0.06659452444173825
3.0517578125e-05,0.25,rbf,0.017348203221809168,0.018568698777132672,0.11852018999883801,0.16664750562371622
3.0517578125e-05,0.5,rbf,0.017348203221809168,0.018568698777132672,0.16750556000596406,0.2050820176088056
3.0517578125e-05,1.0,rbf,0.01486988847583643,0.0144615876006986,0.16895363574421818,0.21459764189173497
3.0517578125e-05,2.0,rbf,0.009913258983890954,0.009287430623224548,0.03206568659796314,0.06423087887748415
3.0517578125e-05,4.0,rbf,0.008674101610904586,0.007443965675999578,0.005576208178438661,0.011169720349218449
3.0517578125e-05,8.0,rbf,0.008674101610904586,0.007443965675999578,0.005576208178438661,0.011169720349218449
3.0517578125e-05,16.0,rbf,0.017348203221809168,0.018568698777132672,0.03969296344529728,0.0581726883120151
3.0517578125e-05,32.0,rbf,0.017348203221809168,0.018568698777132672,0.04765886807443477,0.07344584563576805
3.0517578125e-05,64.0,rbf,0.017348203221809168,0.018568698777132672,0.05138750334184362,0.07766651161433738
3.0517578125e-05,128.0,rbf,0.017348203221809168,0.018568698777132672,0.09410418765415486,0.15096019123628418
3.0517578125e-05,256.0,rbf,0.008674101610904586,0.007443965675999578,0.05138555307174823,0.09669669759876542
3.0517578125e-05,512.0,rbf,0.006195786864931847,0.005540022716476062,0.0024783147459727386,0.0049451425020151365
3.0517578125e-05,1024.0,rbf,0.006195786864931847,0.005540022716476062,0.0,0.0
3.0517578125e-05,2048.0,rbf,0.006195786864931847,0.005540022716476062,0.0,0.0
3.0517578125e-05,4096.0,rbf,0.006195786864931847,0.005540022716476062,0.0,0.0
3.0517578125e-05,8192.0,rbf,0.006195786864931847,0.005540022716476062,0.0,0.0
3.0517578125e-05,16384.0,rbf,0.006195786864931847,0.005540022716476062,0.0,0.0
3.0517578125e-05,32768.0,rbf,0.006195786864931847,0.005540022716476062,0.0,0.0
6.103515625e-05,3.0517578125e-05,rbf,0.017348203221809168,0.018568698777132672,0.0551042626473981,0.08817461452906425
6.103515625e-05,6.103515625e-05,rbf,0.017348203221809168,0.018568698777132672,0.0551042626473981,0.08817461452906425
6.103515625e-05,0.0001220703125,rbf,0.017348203221809168,0.018568698777132672,0.0551042626473981,0.08817461452906425
6.103515625e-05,0.000244140625,rbf,0.017348203221809168,0.018568698777132672,0.0551042626473981,0.08817461452906425
6.103515625e-05,0.00048828125,rbf,0.017348203221809168,0.018568698777132672,0.0551042626473981,0.08817461452906425
6.103515625e-05,0.0009765625,rbf,0.017348203221809168,0.018568698777132672,0.05501554189092447,0.08800094400074121
6.103515625e-05,0.001953125,rbf,0.017348203221809168,0.018568698777132672,0.05545969433173156,0.08887053107243706
6.103515625e-05,0.00390625,rbf,0.017348203221809168,0.018568698777132672,0.05238053754864744,0.08285075753543877
6.103515625e-05,0.0078125,rbf,0.017348203221809168,0.018568698777132672,0.0516883002777889,0.08150047782136415
6.103515625e-05,0.015625,rbf,0.017348203221809168,0.018568698777132672,0.05160870971377375,0.08134530664962819
6.103515625e-05,0.03125,rbf,0.017348203221809168,0.018568698777132672,0.04998373067856905,0.07816990433483778
6.103515625e-05,0.0625,rbf,0.017348203221809168,0.018568698777132672,0.045870774330478335,0.06871185070876175
6.103515625e-05,0.125,rbf,0.017348203221809168,0.018568698777132672,0.049379259853042375,0.06659452444173825
6.103515625e-05,0.25,rbf,0.017348203221809168,0.018568698777132672,0.11852018999883801,0.16664750562371622
6.103515625e-05,0.5,rbf,0.017348203221809168,0.018568698777132672,0.16750556000596406,0.2050820176088056
6.103515625e-05,1.0,rbf,0.01486988847583643,0.0144615876006986,0.16895363574421818,0.21459764189173497
6.103515625e-05,2.0,rbf,0.009913258983890954,0.009287430623224548,0.03206568659796314,0.06423087887748415
6.103515625e-05,4.0,rbf,0.008674101610904586,0.007443965675999578,0.005576208178438661,0.011169720349218449
6.103515625e-05,8.0,rbf,0.008674101610904586,0.007443965675999578,0.005576208178438661,0.011169720349218449
6.103515625e-05,16.0,rbf,0.017348203221809168,0.018568698777132672,0.03969296344529728,0.0581726883120151
6.103515625e-05,32.0,rbf,0.017348203221809168,0.018568698777132672,0.04765886807443477,0.07344584563576805
6.103515625e-05,64.0,rbf,0.017348203221809168,0.018568698777132672,0.05138750334184362,0.07766651161433738
6.103515625e-05,128.0,rbf,0.017348203221809168,0.018568698777132672,0.09410418765415486,0.15096019123628418
6.103515625e-05,256.0,rbf,0.008674101610904586,0.007443965675999578,0.05138555307174823,0.09669669759876542
6.103515625e-05,512.0,rbf,0.006195786864931847,0.005540022716476062,0.0024783147459727386,0.0049451425020151365
6.103515625e-05,1024.0,rbf,0.006195786864931847,0.005540022716476062,0.0,0.0
6.103515625e-05,2048.0,rbf,0.006195786864931847,0.005540022716476062,0.0,0.0
6.103515625e-05,4096.0,rbf,0.006195786864931847,0.005540022716476062,0.0,0.0
6.103515625e-05,8192.0,rbf,0.006195786864931847,0.005540022716476062,0.0,0.0
6.103515625e-05,16384.0,rbf,0.006195786864931847,0.005540022716476062,0.0,0.0
6.103515625e-05,32768.0,rbf,0.006195786864931847,0.005540022716476062,0.0,0.0
0.0001220703125,3.0517578125e-05,rbf,0.017348203221809168,0.018568698777132672,0.0551042626473981,0.08817461452906425
0.0001220703125,6.103515625e-05,rbf,0.017348203221809168,0.018568698777132672,0.0551042626473981,0.08817461452906425
0.0001220703125,0.0001220703125,rbf,0.017348203221809168,0.018568698777132672,0.0551042626473981,0.08817461452906425
0.0001220703125,0.000244140625,rbf,0.017348203221809168,0.018568698777132672,0.0551042626473981,0.08817461452906425
0.0001220703125,0.00048828125,rbf,0.017348203221809168,0.018568698777132672,0.0551042626473981,0.08817461452906425
0.0001220703125,0.0009765625,rbf,0.017348203221809168,0.018568698777132672,0.05501554189092447,0.08800094400074121
0.0001220703125,0.001953125,rbf,0.017348203221809168,0.018568698777132672,0.05545969433173156,0.08887053107243706
0.0001220703125,0.00390625,rbf,0.017348203221809168,0.018568698777132672,0.05238053754864744,0.08285075753543877
0.0001220703125,0.0078125,rbf,0.017348203221809168,0.018568698777132672,0.0516883002777889,0.08150047782136415
0.0001220703125,0.015625,rbf,0.017348203221809168,0.018568698777132672,0.05160870971377375,0.08134530664962819
0.0001220703125,0.03125,rbf,0.017348203221809168,0.018568698777132672,0.04998373067856905,0.07816990433483778
0.0001220703125,0.0625,rbf,0.017348203221809168,0.018568698777132672,0.045870774330478335,0.06871185070876175
0.0001220703125,0.125,rbf,0.017348203221809168,0.018568698777132672,0.049379259853042375,0.06659452444173825
0.0001220703125,0.25,rbf,0.017348203221809168,0.018568698777132672,0.11852018999883801,0.16664750562371622
0.0001220703125,0.5,rbf,0.017348203221809168,0.018568698777132672,0.16750556000596406,0.2050820176088056
0.0001220703125,1.0,rbf,0.01486988847583643,0.0144615876006986,0.16895363574421818,0.21459764189173497
0.0001220703125,2.0,rbf,0.009913258983890954,0.009287430623224548,0.03206568659796314,0.06423087887748415
0.0001220703125,4.0,rbf,0.008674101610904586,0.007443965675999578,0.005576208178438661,0.011169720349218449
0.0001220703125,8.0,rbf,0.008674101610904586,0.007443965675999578,0.005576208178438661,0.011169720349218449
0.0001220703125,16.0,rbf,0.01486988847583643,0.0144615876006986,0.02242219591500342,0.027830733898028332
0.0001220703125,32.0,rbf,0.017348203221809168,0.018568698777132672,0.04765886807443477,0.07344584563576805
0.0001220703125,64.0,rbf,0.017348203221809168,0.018568698777132672,0.05138750334184362,0.07766651161433738
0.0001220703125,128.0,rbf,0.017348203221809168,0.018568698777132672,0.09410418765415486,0.15096019123628418
0.0001220703125,256.0,rbf,0.008674101610904586,0.007443965675999578,0.05138555307174823,0.09669669759876542
0.0001220703125,512.0,rbf,0.006195786864931847,0.005540022716476062,0.0024783147459727386,0.0049451425020151365
0.0001220703125,1024.0,rbf,0.006195786864931847,0.005540022716476062,0.0,0.0
0.0001220703125,2048.0,rbf,0.006195786864931847,0.005540022716476062,0.0,0.0
0.0001220703125,4096.0,rbf,0.006195786864931847,0.005540022716476062,0.0,0.0
0.0001220703125,8192.0,rbf,0.006195786864931847,0.005540022716476062,0.0,0.0
0.0001220703125,16384.0,rbf,0.006195786864931847,0.005540022716476062,0.0,0.0
0.0001220703125,32768.0,rbf,0.006195786864931847,0.005540022716476062,0.0,0.0
0.000244140625,3.0517578125e-05,rbf,0.017348203221809168,0.018568698777132672,0.0551042626473981,0.08817461452906425
0.000244140625,6.103515625e-05,rbf,0.017348203221809168,0.018568698777132672,0.0551042626473981,0.08817461452906425
0.000244140625,0.0001220703125,rbf,0.017348203221809168,0.018568698777132672,0.0551042626473981,0.08817461452906425
0.000244140625,0.000244140625,rbf,0.017348203221809168,0.018568698777132672,0.0551042626473981,0.08817461452906425
0.000244140625,0.00048828125,rbf,0.017348203221809168,0.018568698777132672,0.0551042626473981,0.08817461452906425
0.000244140625,0.0009765625,rbf,0.017348203221809168,0.018568698777132672,0.05501554189092447,0.08800094400074121
0.000244140625,0.001953125,rbf,0.017348203221809168,0.018568698777132672,0.05545969433173156,0.08887053107243706
0.000244140625,0.00390625,rbf,0.017348203221809168,0.018568698777132672,0.05238053754864744,0.08285075753543877
0.000244140625,0.0078125,rbf,0.017348203221809168,0.018568698777132672,0.0516883002777889,0.08150047782136415
0.000244140625,0.015625,rbf,0.017348203221809168,0.018568698777132672,0.05160870971377375,0.08134530664962819
0.000244140625,0.03125,rbf,0.017348203221809168,0.018568698777132672,0.04998373067856905,0.07816990433483778
0.000244140625,0.0625,rbf,0.017348203221809168,0.018568698777132672,0.045870774330478335,0.06871185070876175
0.000244140625,0.125,rbf,0.017348203221809168,0.018568698777132672,0.049379259853042375,0.06659452444173825
0.000244140625,0.25,rbf,0.017348203221809168,0.018568698777132672,0.11852018999883801,0.16664750562371622
0.000244140625,0.5,rbf,0.017348203221809168,0.018568698777132672,0.16750556000596406,0.2050820176088056
0.000244140625,1.0,rbf,0.01486988847583643,0.0144615876006986,0.16895363574421818,0.21459764189173497
0.000244140625,2.0,rbf,0.009913258983890954,0.009287430623224548,0.03206568659796314,0.06423087887748415
0.000244140625,4.0,rbf,0.008674101610904586,0.007443965675999578,0.005576208178438661,0.011169720349218449
0.000244140625,8.0,rbf,0.008674101610904586,0.007443965675999578,0.005576208178438661,0.011169720349218449
0.000244140625,16.0,rbf,0.008674101610904586,0.007443965675999578,0.005576208178438661,0.011169720349218449
0.000244140625,32.0,rbf,0.017348203221809168,0.018568698777132672,0.04765886807443477,0.07344584563576805
0.000244140625,64.0,rbf,0.017348203221809168,0.018568698777132672,0.05138750334184362,0.07766651161433738
0.000244140625,128.0,rbf,0.017348203221809168,0.018568698777132672,0.09410418765415486,0.15096019123628418
0.000244140625,256.0,rbf,0.008674101610904586,0.007443965675999578,0.05138555307174823,0.09669669759876542
0.000244140625,512.0,rbf,0.006195786864931847,0.005540022716476062,0.0024783147459727386,0.0049451425020151365
0.000244140625,1024.0,rbf,0.006195786864931847,0.005540022716476062,0.0,0.0
0.000244140625,2048.0,rbf,0.006195786864931847,0.005540022716476062,0.0,0.0
0.000244140625,4096.0,rbf,0.006195786864931847,0.005540022716476062,0.0,0.0
0.000244140625,8192.0,rbf,0.006195786864931847,0.005540022716476062,0.0,0.0
0.000244140625,16384.0,rbf,0.006195786864931847,0.005540022716476062,0.0,0.0
0.000244140625,32768.0,rbf,0.006195786864931847,0.005540022716476062,0.0,0.0
0.00048828125,3.0517578125e-05,rbf,0.017348203221809168,0.018568698777132672,0.0551042626473981,0.08817461452906425
0.00048828125,6.103515625e-05,rbf,0.017348203221809168,0.018568698777132672,0.0551042626473981,0.08817461452906425
0.00048828125,0.0001220703125,rbf,0.017348203221809168,0.018568698777132672,0.0551042626473981,0.08817461452906425
0.00048828125,0.000244140625,rbf,0.017348203221809168,0.018568698777132672,0.0551042626473981,0.08817461452906425
0.00048828125,0.00048828125,rbf,0.017348203221809168,0.018568698777132672,0.0551042626473981,0.08817461452906425
0.00048828125,0.0009765625,rbf,0.017348203221809168,0.018568698777132672,0.05501554189092447,0.08800094400074121
0.00048828125,0.001953125,rbf,0.017348203221809168,0.018568698777132672,0.05545969433173156,0.08887053107243706
0.00048828125,0.00390625,rbf,0.017348203221809168,0.018568698777132672,0.05238053754864744,0.08285075753543877
0.00048828125,0.0078125,rbf,0.017348203221809168,0.018568698777132672,0.0516883002777889,0.08150047782136415
0.00048828125,0.015625,rbf,0.017348203221809168,0.018568698777132672,0.05160870971377375,0.08134530664962819
0.00048828125,0.03125,rbf,0.017348203221809168,0.018568698777132672,0.04998373067856905,0.07816990433483778
0.00048828125,0.0625,rbf,0.017348203221809168,0.018568698777132672,0.045870774330478335,0.06871185070876175
0.00048828125,0.125,rbf,0.017348203221809168,0.018568698777132672,0.049379259853042375,0.06659452444173825
0.00048828125,0.25,rbf,0.017348203221809168,0.018568698777132672,0.11852018999883801,0.16664750562371622
0.00048828125,0.5,rbf,0.017348203221809168,0.018568698777132672,0.16750556000596406,0.2050820176088056
0.00048828125,1.0,rbf,0.01486988847583643,0.0144615876006986,0.16895363574421818,0.21459764189173497
0.00048828125,2.0,rbf,0.009913258983890954,0.009287430623224548,0.03206568659796314,0.06423087887748415
0.00048828125,4.0,rbf,0.008674101610904586,0.007443965675999578,0.005576208178438661,0.011169720349218449
0.00048828125,8.0,rbf,0.008674101610904586,0.007443965675999578,0.005576208178438661,0.011169720349218449
0.00048828125,16.0,rbf,0.008674101610904586,0.007443965675999578,0.005576208178438661,0.011169720349218449
0.00048828125,32.0,rbf,0.017348203221809168,0.018568698777132672,0.04765886807443477,0.07344584563576805
0.00048828125,64.0,rbf,0.017348203221809168,0.018568698777132672,0.05138750334184362,0.07766651161433738
0.00048828125,128.0,rbf,0.017348203221809168,0.018568698777132672,0.09410418765415486,0.15096019123628418
0.00048828125,256.0,rbf,0.008674101610904586,0.007443965675999578,0.05138555307174823,0.09669669759876542
0.00048828125,512.0,rbf,0.006195786864931847,0.005540022716476062,0.0024783147459727386,0.0049451425020151365
0.00048828125,1024.0,rbf,0.006195786864931847,0.005540022716476062,0.0,0.0
0.00048828125,2048.0,rbf,0.006195786864931847,0.005540022716476062,0.0,0.0
0.00048828125,4096.0,rbf,0.006195786864931847,0.005540022716476062,0.0,0.0
0.00048828125,8192.0,rbf,0.006195786864931847,0.005540022716476062,0.0,0.0
0.00048828125,16384.0,rbf,0.006195786864931847,0.005540022716476062,0.0,0.0
0.00048828125,32768.0,rbf,0.006195786864931847,0.005540022716476062,0.0,0.0
0.0009765625,3.0517578125e-05,rbf,0.017348203221809168,0.018568698777132672,0.0551042626473981,0.08817461452906425
0.0009765625,6.103515625e-05,rbf,0.017348203221809168,0.018568698777132672,0.0551042626473981,0.08817461452906425
0.0009765625,0.0001220703125,rbf,0.017348203221809168,0.018568698777132672,0.0551042626473981,0.08817461452906425
0.0009765625,0.000244140625,rbf,0.017348203221809168,0.018568698777132672,0.0551042626473981,0.08817461452906425
0.0009765625,0.00048828125,rbf,0.017348203221809168,0.018568698777132672,0.0551042626473981,0.08817461452906425
0.0009765625,0.0009765625,rbf,0.017348203221809168,0.018568698777132672,0.05501554189092447,0.08800094400074121
0.0009765625,0.001953125,rbf,0.017348203221809168,0.018568698777132672,0.05545969433173156,0.08887053107243706
0.0009765625,0.00390625,rbf,0.017348203221809168,0.018568698777132672,0.05238053754864744,0.08285075753543877
0.0009765625,0.0078125,rbf,0.017348203221809168,0.018568698777132672,0.0516883002777889,0.08150047782136415
0.0009765625,0.015625,rbf,0.017348203221809168,0.018568698777132672,0.05160870971377375,0.08134530664962819
0.0009765625,0.03125,rbf,0.017348203221809168,0.018568698777132672,0.04998373067856905,0.07816990433483778
0.0009765625,0.0625,rbf,0.017348203221809168,0.018568698777132672,0.045870774330478335,0.06871185070876175
0.0009765625,0.125,rbf,0.017348203221809168,0.018568698777132672,0.049379259853042375,0.06659452444173825
