O=C(NCc1ccccc1)n1sc2ccccc2c1=O	 4437.666667
Cc1cc(=O)n(s1)-c1ccccc1	 25000
O=C(Nc1ccccc1)n1sc2ccccc2c1=O	 25000
Brc1ccc2c(c1)sn(-c1ccccc1)c2=O	 3611.333333
FC(F)(F)c1ccc(NC(=O)Cn2sc3ccccc3c2=O)cc1	 25000
Brc1cccc(NC(=O)Cn2sc3ccccc3c2=O)c1	 25000
Fc1cccc(NC(=O)Cn2sc3ccccc3c2=O)c1	 4782.333333
O=C(c1ccccc1)n1sc2ccccc2c1=O	 25000
Fc1ccc2sn(-c3ccc(Cl)cc3)c(=O)c2c1	 3009
Cc1ccc(cc1)-n1sc2ccccc2c1=O	 2644
CN(C)c1ccc(NC(=O)Cn2sc3ccccc3c2=O)cc1	 7291.333333
O=C(Cn1sc2ccccc2c1=O)NC1CCCCC1	 9346.333333
O=C(Cn1sc2ccccc2c1=O)N1CCCCC1	 25000
O=C(Cn1sc2ccccc2c1=O)N1CCOCC1	 25000
O=c1cc(sn1-c1ccccc1)-c1ccccc1	 25000
Brc1csn(-c2ccc(Br)cc2)c1=O	 11051
O=C(CCn1sc2ccccc2c1=O)Nc1ccccc1	 19758.66667
COc1ccc2c(c1)sn(-c1ccccc1)c2=O	 2995
O=c1n(sc2ccc(cc12)N1CCOCC1)-c1ccccc1	 4461.666667
Brc1ccc2c(c1)c(=O)n(-c1ccccc1)s2=O	 25000
FC(F)(F)c1ccccc1NC(=O)Cn1sc2ccccc2c1=O	 25000
CN(C)c1cccc(NC(=O)Cn2sc3ccccc3c2=O)c1	 8208.666667
CN(Cc1ccccc1)C(=O)Cn1sc2ccccc2c1=O	 7868.666667
CC(C(=O)Nc1ccccc1)n1sc2ccccc2c1=O	 8138
Fc1ccccc1NC(=O)Cn1sc2ccccc2c1=O	 5799.333333
Clc1ccccc1NC(=O)Cn1sc2ccccc2c1=O	 4156.666667
COc1ccccc1NC(=O)Cn1sc2ccccc2c1=O	 6284
O=C(Cn1sc2ccccc2c1=O)Nc1ccccc1C#N	 7206
Brc1ccccc1NC(=O)Cn1sc2ccccc2c1=O	 4660.666667
Ic1ccccc1NC(=O)Cn1sc2ccccc2c1=O	 4751.666667
Brc1ccc2sn(-c3ccccc3)c(=O)c2c1	 25000
Brc1cccc2sn(-c3ccccc3)c(=O)c12	 1930.666667
Brc1cccc2C(=O)N(CSc12)c1ccccc1	 25000
COc1ccc(cc1)C(=O)Nc1cc(Cl)ccc1C(O)=O	 8229.333333
COc1ccc(cc1)C(=O)Nc1cc(OC)ccc1C(O)=O	 25000
COc1ccc(NC(=O)Nc2ccccc2C(O)=O)cc1	 25000
CCOC(=O)c1ccncc1NC(=O)c1ccc(OC)cc1	 25000
COC(=O)c1cc(Cl)ccc1NC(=O)c1ccc(OC)cc1	 25000
COc1ccc(NC(=O)c2ccccc2C(O)=O)cc1	 25000
COc1ccc(cc1)C(=O)Nc1cccc(Cl)c1	 25000
COc1cccc(c1)C(=O)Nc1cc(Cl)ccc1C(O)=O	 17921.66667
COc1ccc(cc1)C(=O)Nc1ccc(Cl)cc1C(O)=O	 25000
COc1ccc(cc1)C(=O)Nc1cnccc1C(O)=O	 25000
COc1ccc(cc1)C(=O)Nc1ccccc1-c1nnn[nH]1	 25000
COc1ccc(cc1)C(=O)NCC(O)=O	 25000
COc1ccc(cc1)C(=O)NC(CC([O-])=O)c1ccccc1	 25000
COc1ccc(cc1Cl)C(=O)Nc1ccccc1C(O)=O	 25000
CCOc1ccc(cc1)C(=O)Nc1cc(Cl)ccc1C(O)=O	 20718.66667
COc1ccc(cc1OC)C(=O)Nc1cc(Cl)ccc1C(O)=O	 15456.33333
COc1ccc(cc1)-c1cc2ccccc2[nH]1	 25000
COc1ccc(cc1)C(=O)Nc1cc(Cl)ccc1S(N)(=O)=O	 25000
COC(=O)c1ccc(Cl)cc1NC(=O)c1ccc(OC)cc1	 25000
COc1ccc(cc1)C(=O)Nc1cc(Cl)ccc1[N+]([O-])=O	 25000
COc1ccc(cc1)C(=O)Nc1cc(Cl)ccc1C#N	 25000
COC(=O)c1ccc(Cl)cc1NC(=O)c1ccccc1OC	 25000
COC(=O)c1ccc(Cl)cc1NC(=O)c1ccc(Cl)cc1	 25000
OC(=O)c1ccc(Cl)cc1NC(=O)c1ccc(Cl)cc1	 25000
COc1ccccc1C(=O)Nc1cc(Cl)ccc1C(O)=O	 25000
COC(=O)c1ccc(Cl)cc1NS(=O)(=O)c1ccc(OC)cc1	 25000
CCc1ccc(cc1)C(=O)Nc1cc(Cl)ccc1C(=O)OC	 25000
COc1ccc(cc1)C(=O)Nc1cc(F)ccc1C(O)=O	 24803.5
OC(=O)c1ccccc1NC(=O)c1ccccc1C(O)=O	 25000
COc1ccc(cc1)S(=O)(=O)Nc1cc(Cl)ccc1C(O)=O	 25000
CCc1ccc(cc1)C(=O)Nc1cc(Cl)ccc1C(O)=O	 3042.666667
COc1ccc(Nc2cc(Cl)ccc2C(O)=O)cc1	 25000
COc1ccc(cc1)C(=O)NC(CC(O)=O)c1ccc(Cl)cc1	 25000
COc1ccc(cc1)C(=O)NC(CC(O)=O)c1cccc(Cl)c1	 25000
OB1OCc2cc(ccc12)C(F)(F)F	 25000
OB1OCc2ccc(Oc3ccc(cc3)C#N)cc12	 25000
OC(=O)c1ccc(Cl)cc1NC(=O)c1ccoc1	 25000
COc1ccc(cc1)C(=O)Nc1cc(ccc1C(O)=O)C(F)(F)F	 17038.33333
COc1ccc(cc1)C(=O)N(C)c1cc(Cl)ccc1C(O)=O	 25000
COc1ccc(cc1)C(=O)Nc1cc(ccc1C(O)=O)-c1ccccc1	 25000
COc1ccc(cc1)C(=O)NC(C(O)=O)c1ccccc1	 25000
COc1ccc(NC(=O)c2ccc(Cl)cc2C(O)=O)cc1	 25000
OC(=O)c1ccc(Cl)cc1NC(=O)c1ccsc1	 25000
COc1ccc(cc1)C(=O)Nc1cc(Br)ccc1C(O)=O	 6936
COc1ccc(cc1)C(=O)Nc1cc(ccc1Cl)C(O)=O	 25000
OC(=O)c1ccc(Cl)cc1NC(=O)c1ccncc1	 25000
CC(=O)Nc1cc(Cl)ccc1C(O)=O	 25000
COc1ccc2C(=O)N(Cc2c1)c1cc(Cl)ccc1C(O)=O	 25000
OC(=O)c1ccc(Cl)cc1NC(=O)N1CCOCC1	 25000
OC(=O)c1ccc(Cl)cc1NC(=O)c1cocn1	 25000
COc1ccc(cc1)C(=O)Nc1cc(F)cc(F)c1O	 25000
COc1ccc(cc1)C(=O)Nc1cc(Cl)ccc1-c1nnn[nH]1	 10920
OC(=O)c1ccc(Cl)cc1NC(=O)c1ccc(OC(F)(F)F)cc1	 25000
COc1ccc(CC(=O)Nc2cc(Cl)ccc2C(O)=O)cc1	 25000
COc1cccc(CC(=O)Nc2cc(Cl)ccc2C(O)=O)c1	 25000
COc1ccc(cc1)C(=O)Nc1cc(C)ccc1C(O)=O	 25000
COc1ccc(C(O)=O)c(NC(=O)c2ccc(Cl)cc2)c1	 25000
CN(C)c1ccc(cc1)C(=O)Nc1cc(Cl)ccc1C(O)=O	 25000
CC(C)(C)c1ccc(cc1)C(=O)Nc1cc(Cl)ccc1C(O)=O	 2120
CC(C)c1ccc(cc1)C(=O)Nc1cc(Cl)ccc1C(O)=O	 2890
CCc1ccc(cc1)C(=O)Nc1cc(Br)ccc1C(O)=O	 5450
Cc1ccc(cc1)C(=O)Nc1cc(Cl)ccc1C(O)=O	 13780
CCCCCCCC(=O)Nc1cc(Cl)ccc1C(O)=O	 25000
OC(=O)c1ccc(Cl)cc1NC(=O)c1ccccc1	 25000
OC(=O)c1ccc(Cl)cc1NC(=O)c1ccc2OCOc2c1	 9430
COc1cc(cc(OC)c1OC)C(=O)Nc1cc(Cl)ccc1C(O)=O	 25000
Cc1cccc(c1)C(=O)Nc1cc(Cl)ccc1C(O)=O	 22270
CCCc1ccc(cc1)C(=O)Nc1cc(Cl)ccc1C(O)=O	 4543.5
CCCCCC(=O)Nc1cc(Cl)ccc1C(O)=O	 25000
CCCCCCC(=O)Nc1cc(Cl)ccc1C(O)=O	 25000
COc1ccc(cn1)C(=O)Nc1cc(Cl)ccc1C(O)=O	 25000
COc1ccc(cc1)C(=O)Nc1ccccc1C(O)=O	 25000
CC(C)c1cccc(c1)C(=O)Nc1cc(Cl)ccc1C(O)=O	 25000
OC(=O)c1ccc(Cl)cc1NC(=O)N1CCC(=O)CC1	 25000
OC(=O)c1ccc(Cl)cc1NC(=O)c1coc2ccccc12	 25000
OC(=O)c1ccc(Cl)cc1NC(=O)C1CCOCC1	 25000
COc1ccc(cc1)C(=O)Nc1cc(I)ccc1C(O)=O	 14214.5
OC(=O)c1ccc(Cl)cc1NC(=O)c1ccc(cc1)-c1cccs1	 25000
OC(=O)c1ccc(Cl)cc1NC(=O)c1ccc(cc1)C(F)(F)F	 25000
CC(C)Cc1ccc(cc1)C(=O)Nc1cc(Cl)ccc1C(O)=O	 7247
OC(=O)c1ccc(Cl)cc1NC(=O)c1ccc(Cc2ccccc2)cc1	 13648
OC(=O)c1ccc(Cl)cc1NC(=O)c1ccc2ccccc2c1	 5410
OC(=O)c1ccc(Cl)cc1NC(=O)c1ccc2CCCc2c1	 4832.333333
OC(=O)c1ccc(Cl)cc1NC(=O)c1ccc(cc1)-c1ccccc1	 22289
Cc1ccc(C(=O)Nc2cc(Cl)ccc2C(O)=O)c(C)c1	 25000
Cc1ccc(cc1C)C(=O)Nc1cc(Cl)ccc1C(O)=O	 10655
OC(=O)c1ccc(Cl)cc1NC(=O)c1ccc(cc1)C1CC1	 5770.333333
